display_first_last,classification,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,ast/tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,height_wo_shoes,height_w_shoes,weight,wingspan,standing_reach,body_fat_pct
Jeff Ayres,SOLID,35,80.2,130.8,20.2,66.0,68.99,11.0,21.9,6.7,12.3,113,145,0.779,198,299,0.662,0,1,0.0,3.3,1.0,48.3,4,5.88808,137.154,3.3,0.72090181,95.9973,89.8587,4.05345,210.51,7.45978,4.83715,2.62263,7.47108,32.5429,5.79765,1.67343,2.4857,5.7143,8.2,0.8857,0.4857,0.8571,14.5429,80.75,82.0,239.6,85.0,107.0,5.5
Eric Maynor,BUST,34,88.0,117.3,32.6,52.4,58.33,1.6,10.0,40.8,15.4,198,243,0.815,182,353,0.516,66,183,0.361,0.5,2.9,45.3,4,6.51466,137.585,2.7,2.07920961,96.5092,95.9311,3.70657,211.625,8.6185,8.21306,0.405443,10.5694,35.4706,8.52288,2.04655,0.4706,3.1176,3.5882,6.1765,1.7059,0.1765,22.3529,74.25,75.25,163.6,74.5,97.0,5.4
Ty Lawson,SOLID,34,69.3,133.7,22.7,59.8,65.29,2.3,7.6,35.7,14.9,164,205,0.8,127,229,0.555,48,104,0.462,0.4,3.8,61.6,3,6.42305,145.653,2.2,3.39388009,95.9576,90.0007,3.79468,213.1,12.5649,10.8452,1.71975,13.9619,30.2647,9.54698,4.4149,0.6471,2.3235,2.9706,6.5882,2.1471,0.1471,16.5294,71.25,72.5,196.6,72.75,94.5,6.6
Derrick Brown,BUST,34,71.7,118.5,23.1,54.8,58.7,10.2,13.9,14.8,15.5,99,132,0.75,127,243,0.523,36,87,0.414,2.9,1.4,40.0,3,4.42573,127.488,3.3,1.06776931,93.4717,90.0501,3.70848,187.036,8.61757,5.49839,3.11919,8.65609,29.6176,6.08346,2.57263,2.3824,3.7647,6.1471,1.8529,0.7059,0.8235,13.5588,79.5,80.5,224.6,86.5,107.5,8.6
Jeff Teague,STAR,31,79.9,113.1,26.2,54.6,61.47,1.7,8.6,20.2,21.0,179,219,0.817,135,269,0.502,45,102,0.441,2.0,3.1,59.0,2,4.56874,125.453,2.7,1.05770834,95.1768,90.6154,3.95475,203.186,6.6175,4.81044,1.80706,8.47287,31.9677,5.78494,2.68792,0.4839,2.8065,3.2903,3.5484,1.871,0.6452,18.8387,72.25,73.5,175.2,79.5,98.5,4.5
Gerald Henderson,SOLID,37,74.1,110.6,27.2,49.4,54.24,4.7,14.4,18.0,15.4,143,188,0.761,172,351,0.49,41,122,0.336,2.4,2.4,39.7,3,4.38494,126.916,2.3,1.13749889,94.2551,88.4646,3.88664,216.74,6.55578,4.30157,2.25421,8.56934,29.7297,6.30326,2.26608,1.2432,3.7027,4.9459,2.4595,1.2432,0.7568,16.4865,76.0,77.0,214.6,82.25,102.5,4.4
DeMarre Carroll,SOLID,38,70.0,118.8,25.1,57.6,59.15,9.3,18.6,15.2,11.5,121,191,0.634,230,397,0.579,16,44,0.364,2.4,3.1,43.3,4,4.732,132.97,3.2,1.46427362,89.7454,85.9031,3.92175,248.047,10.1056,6.31798,3.78759,10.0423,28.0,7.33047,2.71187,2.4211,4.7632,7.1842,2.1579,1.5526,0.6579,16.5526,78.25,79.75,207.2,82.0,105.0,6.3
Darren Collison,SOLID,35,78.5,120.7,23.7,56.8,62.4,1.9,7.9,28.4,20.2,113,126,0.897,134,240,0.558,41,104,0.394,0.5,3.1,36.6,4,5.25031,132.45,1.9,1.90807422,98.6762,93.1281,3.61098,185.905,7.68701,6.62244,1.06457,8.63696,31.5143,6.4635,2.17346,0.4571,1.9429,2.4,4.7429,1.6286,0.1429,14.4,72.25,73.5,166.2,75.0,96.5,5.7
Jermaine Taylor,BUST,30,79.8,112.9,36.1,55.1,58.6,7.2,12.1,17.3,14.7,133,165,0.806,189,348,0.543,90,240,0.375,2.7,2.3,28.1,4,5.8401,137.026,2.2,0.62789967,103.129,100.725,2.82731,173.33,6.81308,7.32708,-0.513998,11.2592,32.0333,11.4798,-0.220528,1.9,3.3,5.2,1.8,1.2333,0.7333,26.0333,75.5,76.75,207.4,80.75,101.0,5.8
James Harden,STAR,35,88.3,112.8,32.6,55.3,60.66,5.5,14.6,29.2,19.0,204,270,0.756,163,289,0.564,58,163,0.356,1.1,3.1,59.7,2,6.47615,137.102,3.2,1.25425636,95.6385,89.5229,4.50387,234.839,10.3738,7.16968,3.20412,9.8125,35.8286,6.88906,2.92344,1.3714,4.2,5.5714,4.2286,1.6857,0.3143,20.1143,76.0,77.25,222.0,82.75,103.5,10.1
Tyler Hansbrough,SOLID,34,69.3,124.7,26.5,52.4,61.26,10.7,16.6,5.9,12.2,249,296,0.841,214,411,0.521,9,23,0.391,1.1,2.2,68.2,4,6.15833,143.123,3.0,0.53969452,94.7501,88.5631,3.9451,223.742,7.1845,6.45565,0.728855,8.81603,30.2647,7.44251,1.37352,3.0294,5.0882,8.1176,1.0,1.2353,0.3529,20.7059,80.25,81.5,234.2,83.5,106.0,8.5
Lester Hudson,SOLID,30,90.6,115.3,35.5,51.7,56.0,6.5,18.3,27.3,15.0,144,164,0.878,197,381,0.517,98,284,0.345,1.7,3.3,24.7,4,6.26497,134.098,3.0,1.21567639,96.5284,97.8724,3.56984,247.094,9.11737,7.93,1.18737,11.5818,36.5333,10.4465,1.1353,2.2,5.8667,8.0667,4.1333,2.1,0.6,27.7333,71.75,73.0,196.0,80.75,98.5,3.4
Jrue Holiday,STAR,35,67.6,107.2,20.5,50.4,53.15,6.0,11.8,23.8,23.4,45,62,0.726,85,161,0.528,27,88,0.307,2.1,3.5,24.9,1,2.69889,113.024,3.2,1.71995891,95.4139,90.0492,3.39905,183.665,8.33521,4.49208,3.84313,6.74022,27.1429,3.30703,3.43319,1.2571,2.5143,3.7714,3.6857,1.5714,0.5143,8.4571,75.25,76.25,199.0,79.0,100.5,6.3
Jodie Meeks,SOLID,36,85.9,118.9,27.9,56.6,62.87,2.0,8.6,11.7,15.8,211,234,0.902,146,280,0.521,117,288,0.406,0.4,2.2,41.2,3,5.90613,133.801,2.2,0.65624182,98.0648,93.586,3.89665,213.232,4.67523,5.8246,-1.14937,7.8038,34.3611,7.03987,0.763933,0.5278,2.8611,3.3889,1.75,1.3333,0.1389,23.7222,75.0,76.0,211.4,76.5,98.0,8.0
Chase Budinger,SOLID,35,93.7,117.5,23.9,55.4,59.42,4.9,14.8,19.0,16.6,125,156,0.801,152,288,0.528,67,168,0.399,1.4,2.3,34.2,3,6.01009,130.461,2.0,1.3882072,105.009,98.1723,3.65529,237.463,7.82959,6.90449,0.925103,8.48344,37.6286,7.4571,1.02634,1.4,4.8,6.2,3.3714,1.4286,0.4571,18.0,78.25,79.0,206.4,79.0,101.0,10.0
Danny Green,SOLID,37,68.6,120.8,19.5,56.3,58.65,6.8,10.3,16.3,16.4,50,58,0.862,98,193,0.508,75,181,0.414,4.4,3.4,15.5,4,3.99345,126.237,3.3,1.62899097,93.2879,87.7191,3.66784,234.1,13.0388,7.81947,5.21935,11.7557,27.5135,7.42097,4.33469,1.7568,2.8649,4.6216,2.7297,1.7838,1.3243,12.7297,77.25,78.5,208.0,82.0,103.0,5.6
Hasheem Thabeet,BUST,35,75.1,118.7,19.4,64.4,64.84,13.4,21.7,3.0,17.5,131,209,0.627,172,267,0.644,0,0,0.0,11.9,1.2,78.3,3,4.14637,122.991,3.1,0.26153681,83.8351,78.8458,5.07759,287.554,11.5125,3.53021,7.98233,11.2046,31.6286,5.13615,6.06841,3.6857,7.0286,10.7143,0.4857,0.6286,4.2,13.5714,85.25,86.5,267.2,90.25,113.0,6.7
Byron Mullens,BUST,33,50.3,106.2,23.2,63.8,62.88,11.6,17.1,3.3,20.9,52,93,0.559,120,187,0.642,0,1,0.0,6.8,1.5,49.5,1,2.24407,116.434,4.1,0.17644775,95.2855,90.4165,2.50107,132.228,2.75191,0.948526,1.80338,3.57823,20.3333,2.14146,1.43677,1.6667,3.0,4.6667,0.2727,0.4848,1.1212,8.8485,83.75,85.25,258.2,85.5,111.0,8.5
Blake Griffin,STAR,35,80.6,117.6,31.1,65.7,64.77,14.2,32.2,16.3,18.2,191,324,0.59,297,451,0.659,3,8,0.375,3.6,1.9,70.6,2,6.39363,139.82,3.1,0.6896479,87.4256,82.5913,5.02664,316.56,11.3401,6.90629,4.43384,12.3844,33.2857,9.59816,2.78622,3.8571,10.5429,14.4,2.2857,1.1143,1.1714,22.6857,80.5,82.0,248.4,83.25,105.0,8.2
DeJuan Blair,SOLID,33,64.5,125.8,26.2,58.4,59.33,23.7,27.6,9.3,11.0,97,160,0.606,209,358,0.584,0,0,0.0,3.6,3.5,44.7,2,5.63645,143.628,4.1,0.93182334,86.5716,81.3743,4.26263,236.863,14.0651,9.50593,4.55918,12.3283,27.3636,9.89913,2.42915,5.5758,6.7273,12.303,1.2424,1.6061,0.9091,15.6061,77.25,78.5,276.6,86.0,106.5,12.0
Toney Douglas,SOLID,35,90.7,115.7,27.6,52.5,58.11,2.7,9.1,20.2,14.6,188,232,0.81,154,315,0.489,85,221,0.385,1.3,2.9,43.3,4,5.98636,131.814,2.4,1.17242632,96.8368,90.557,4.49604,228.792,8.10949,6.63996,1.46953,9.74611,36.5429,7.17103,2.57508,0.8,3.1143,3.9143,2.9143,1.8,0.4286,21.4571,73.0,74.0,183.4,78.0,97.5,5.2
Jonny Flynn,BUST,37,90.7,111.9,24.9,50.6,56.57,1.9,5.9,32.6,20.5,175,223,0.785,168,325,0.517,45,140,0.321,0.4,2.0,48.0,2,5.36686,126.92,1.5,1.95277362,103.602,97.009,3.68145,214.199,4.75927,5.21382,-0.454556,5.64943,37.4865,5.10228,0.547152,0.5946,2.2162,2.8108,6.7027,1.3514,0.1622,17.4595,71.25,72.75,195.6,76.0,95.5,6.3
Austin Daye,SOLID,33,65.4,102.6,24.4,53.6,56.16,4.7,22.1,8.1,18.9,72,104,0.692,118,241,0.49,36,80,0.45,8.1,1.6,32.4,2,2.4275,111.003,4.3,0.53622842,85.3883,82.9323,3.93453,217.197,5.75346,0.387002,5.36646,5.2688,26.3636,1.79443,3.47437,1.0,5.6667,6.6667,1.1212,0.7273,2.0,12.6061,81.75,82.75,191.8,86.75,110.0,5.5
DeMar DeRozan,STAR,35,82.8,108.2,22.3,53.1,55.51,9.3,11.6,9.6,17.1,95,147,0.646,186,331,0.562,6,36,0.167,1.2,1.6,40.1,1,3.64464,115.966,2.5,0.69861438,99.6449,91.3877,4.01033,189.502,4.60647,3.24057,1.3659,4.94133,33.3714,3.50114,1.44019,2.4,3.3429,5.7429,1.4571,0.8857,0.3714,13.8571,77.5,78.5,211.2,81.0,102.5,4.9
Dante Cunningham,SOLID,38,78.6,109.0,24.7,52.5,55.68,9.5,17.0,8.8,15.8,124,178,0.697,244,463,0.527,0,2,0.0,4.8,2.2,38.3,4,3.96602,120.61,3.4,0.57314978,93.7175,87.6626,4.21283,260.896,6.34177,2.23205,4.10972,6.03803,31.5526,3.5281,2.50993,2.6053,4.8684,7.4737,1.2368,1.2368,1.2368,16.1053,79.0,80.25,227.4,83.0,106.5,4.8
Wayne Ellington,SOLID,37,76.4,123.7,20.4,57.5,60.1,5.4,10.9,14.8,13.9,87,112,0.777,126,236,0.534,83,200,0.415,0.5,1.5,25.7,3,4.94137,130.887,1.9,1.63939096,99.2781,93.3517,3.48877,202.594,8.95892,7.84373,1.11519,8.77198,30.6486,7.46548,1.3065,1.5405,3.3784,4.9189,2.7027,0.8919,0.1622,15.8919,76.25,77.25,202.4,78.5,100.0,5.5
Tyreke Evans,SOLID,37,72.2,101.8,33.0,48.9,52.92,5.0,15.3,30.0,21.8,138,194,0.711,196,381,0.514,34,124,0.274,2.8,4.2,38.4,1,3.78458,122.038,3.3,1.07519617,82.1427,79.0978,4.72624,250.295,10.0383,3.86939,6.16888,10.5783,28.973,5.31444,5.26382,1.2703,4.0811,5.3514,3.8649,2.0811,0.7838,17.0811,76.0,77.25,220.6,83.25,104.0,7.1
Sam Young,BUST,34,77.4,113.3,26.3,55.2,58.12,6.9,15.4,6.6,16.8,112,152,0.737,194,352,0.551,50,135,0.37,2.7,1.9,31.2,4,4.9538,129.086,2.2,0.43208528,96.3118,90.6034,3.94188,203.577,6.61607,4.7308,1.88527,8.14654,31.8529,6.54282,1.60371,1.8824,4.3529,6.2353,1.0294,1.0,0.7941,19.1176,77.25,78.75,222.8,82.75,105.5,4.9
DaJuan Summers,BUST,31,72.4,104.5,24.4,56.4,59.81,5.3,11.5,9.7,22.4,97,136,0.713,85,154,0.552,52,135,0.385,2.5,2.4,47.1,3,3.26795,116.795,3.6,0.48149567,98.0931,91.8187,3.46084,158.495,4.14272,2.37595,1.76678,4.97034,29.4194,3.54422,1.42612,1.1613,2.9677,4.129,1.2581,1.129,0.6774,13.6452,79.25,80.5,243.0,84.75,106.5,6.6
Stephen Curry,STAR,33,82.1,118.0,37.5,54.9,60.46,1.8,12.3,39.8,16.6,212,241,0.88,176,340,0.518,127,327,0.388,0.7,3.9,36.1,3,6.66086,141.028,2.8,1.43198081,89.1128,88.3785,4.44618,253.62,12.3076,9.67838,2.62918,15.279,33.8182,10.7909,4.48812,0.5758,3.9091,4.4848,5.4242,2.3333,0.2121,28.6364,74.0,75.25,181.0,75.5,97.0,5.7
Taj Gibson,SOLID,35,83.6,117.1,21.5,60.1,62.12,13.4,19.0,8.2,17.4,120,182,0.659,190,316,0.601,0,0,0.0,9.5,1.8,57.6,3,4.64739,124.31,3.5,0.61110299,91.7663,84.1619,4.88672,259.815,11.3356,4.38556,6.95008,9.59617,33.6857,5.14951,4.44666,3.5143,5.5143,9.0286,1.2571,0.9714,2.8571,14.2857,80.5,81.75,214.4,88.0,109.0,6.6
Damion James,BUST,34,74.8,115.6,25.5,54.4,57.83,11.0,23.9,6.1,14.1,155,230,0.674,174,325,0.535,36,94,0.383,3.6,3.0,54.9,4,4.72214,129.966,3.9,0.47826942,87.0914,82.4905,4.57189,274.792,8.40478,5.14642,3.25836,9.92271,30.2647,7.03914,2.88357,3.1471,7.1471,10.2941,0.9706,1.6765,1.1765,17.9706,78.25,79.75,226.6,84.75,107.0,9.6
Sherron Collins,BUST,36,81.9,114.8,23.1,50.7,55.85,0.8,5.6,24.4,17.7,118,138,0.855,115,245,0.469,70,189,0.37,0.2,1.9,31.8,4,4.58189,124.83,2.0,1.89411715,100.933,94.0906,3.71095,164.994,4.57437,5.07299,-0.498617,5.63717,32.9722,4.93279,0.704373,0.2222,1.8611,2.0833,4.4722,1.0833,0.0556,15.5,70.25,71.75,217.2,74.5,94.0,9.2
John Wall,STAR,37,83.9,108.7,26.9,50.3,56.18,2.7,10.1,34.8,24.2,175,232,0.754,165,324,0.509,37,114,0.325,1.5,2.9,53.0,1,4.60411,123.007,2.2,1.61745724,93.3072,88.793,4.50963,247.229,7.09124,4.39997,2.69126,7.72509,34.8108,4.82966,2.89544,0.8108,3.4865,4.2973,6.5135,1.7838,0.5135,16.6486,74.75,76.0,195.6,81.25,101.5,5.6
Dominique Jones,BUST,33,92.0,110.1,30.2,50.3,56.22,3.6,14.9,24.4,16.0,209,282,0.741,170,326,0.521,52,167,0.311,1.6,2.8,57.2,3,5.66368,128.843,3.0,1.23712323,98.0138,92.4328,4.35227,235.792,8.4962,5.97313,2.52308,9.79203,37.0909,6.99379,2.79824,1.1212,4.9697,6.0909,3.6364,1.697,0.5758,21.3636,75.25,77.0,216.0,81.25,101.0,5.9
Gani Lawal,BUST,35,64.6,101.9,26.0,52.3,54.11,13.2,21.7,3.6,18.2,124,219,0.566,168,320,0.525,0,1,0.0,5.7,1.0,68.2,3,2.86124,116.437,3.2,0.19738418,90.5136,86.0717,3.62291,205.769,2.17601,0.323187,1.85282,3.89827,25.9143,2.69945,1.19882,3.0,5.5714,8.5714,0.4286,0.4571,1.4,13.1429,79.5,81.0,233.4,84.0,107.5,6.3
Lazar Hayward,BUST,34,79.5,108.1,29.6,49.5,53.63,8.2,21.3,11.2,12.9,107,127,0.843,157,328,0.479,65,186,0.349,1.7,3.6,24.7,4,4.54967,125.739,4.2,0.77610879,92.9318,87.7798,4.27275,240.072,6.82767,4.14841,2.67926,6.648,32.2647,4.82618,1.82182,2.1176,5.4118,7.5294,1.5294,1.8824,0.5294,18.1176,76.5,77.75,225.8,84.75,102.0,7.5
Gordon Hayward,STAR,37,81.2,113.3,24.4,52.7,60.13,7.6,23.4,12.1,17.5,179,216,0.829,126,213,0.592,47,160,0.294,2.8,2.0,57.9,2,4.5571,123.856,2.5,0.72942144,88.9765,84.8713,4.82144,258.749,8.61433,3.93472,4.67961,8.95662,33.4865,5.68736,3.26926,1.9459,6.2973,8.2432,1.6757,1.0811,0.8108,15.4595,78.75,80.0,211.0,79.75,103.0,6.9
Derrick Caracter,BUST,27,53.9,103.5,27.3,57.5,59.84,12.0,21.7,9.0,22.2,80,119,0.672,144,246,0.585,4,15,0.267,3.6,2.1,45.6,3,2.80389,115.227,4.6,0.38959989,89.4752,85.588,3.7413,156.91,3.73222,0.370877,3.36134,4.33394,26.6667,2.39652,1.93742,2.6667,5.4074,8.0741,1.1111,0.963,0.8519,14.0741,80.25,81.5,280.0,84.25,107.5,12.8
Xavier Henry,BUST,36,68.3,113.7,21.7,55.5,59.1,5.2,11.5,9.8,18.2,90,115,0.783,93,189,0.492,69,165,0.418,1.8,3.1,32.5,1,3.50784,121.52,2.7,0.76809101,94.3044,87.9117,3.68132,187.834,8.26661,5.41597,2.85064,7.97607,27.5,5.49854,2.47754,1.1944,3.1667,4.3611,1.4722,1.5,0.5,13.4167,77.25,78.5,210.2,83.25,105.0,4.7
Greg Monroe,SOLID,34,85.6,106.8,27.5,53.4,56.68,8.6,25.2,22.4,20.8,138,209,0.66,195,358,0.545,7,27,0.259,4.9,2.2,54.3,2,4.66555,123.778,3.0,1.14286144,93.1304,86.8378,4.7123,266.081,8.07504,3.30906,4.76598,7.86202,34.2353,4.54337,3.31865,2.1765,7.4706,9.6471,3.7647,1.2353,1.5294,16.1471,81.75,83.0,246.6,86.25,108.5,11.2
Andy Rautins,BUST,35,81.2,115.1,18.7,60.3,63.19,2.0,8.8,23.9,25.6,66,81,0.815,32,56,0.571,98,241,0.407,0.8,3.4,27.3,4,3.64212,116.814,2.7,1.74489297,95.4256,89.4601,4.17588,216.229,7.61244,6.0016,1.61084,7.32451,32.4857,4.40021,2.9243,0.5143,2.8571,3.3714,4.8857,1.9714,0.2286,12.1143,76.25,77.0,191.6,79.0,100.0,6.2
Patrick Patterson,SOLID,38,81.8,129.5,17.2,60.7,62.42,10.6,13.4,5.5,10.7,90,130,0.692,191,305,0.626,24,69,0.348,4.1,1.2,34.8,3,5.09067,129.364,1.9,0.87811659,94.0703,89.5707,4.19133,233.26,9.11359,5.81768,3.29592,8.74506,33.0263,6.23586,2.5092,3.0526,4.3947,7.4474,0.9474,0.7105,1.3421,14.3158,80.0,81.25,239.6,85.25,107.0,5.3
Manny Harris,SOLID,30,87.3,105.2,30.5,47.3,53.61,5.9,14.2,26.8,16.7,147,184,0.799,128,268,0.478,47,152,0.309,1.1,3.3,43.8,3,4.98449,124.333,1.6,1.34883316,96.7294,91.2151,4.41647,202.902,7.99872,5.1018,2.89693,9.02644,36.3667,6.5503,2.47614,1.8,4.0,5.8,3.8667,1.8333,0.3667,18.1333,76.0,77.5,185.1,79.25,102.0,3.8
Luke Harangody,BUST,30,69.9,113.0,31.8,50.6,55.19,8.3,24.2,11.8,10.6,140,178,0.787,219,426,0.514,25,81,0.309,2.1,0.9,35.1,4,5.59259,133.597,2.8,0.8703889,103.004,98.5961,3.17934,184.54,3.39615,3.98874,-0.592593,5.02742,32.9667,6.06659,-1.03917,2.2333,6.8667,9.1,1.5667,0.4667,0.6667,21.7667,78.0,79.75,240.2,81.5,106.0,11.1
Dexter Pittman,BUST,34,47.1,113.1,24.4,65.4,63.82,16.6,15.3,5.1,20.4,75,135,0.556,140,214,0.654,0,0,0.0,8.9,1.0,63.1,4,2.67827,125.449,5.6,0.28333427,92.6265,87.7332,2.53615,142.338,8.09001,3.96504,4.12497,6.99774,19.0588,4.17635,2.8214,2.9706,2.8824,5.8529,0.5,0.3529,1.8529,10.4412,81.5,83.5,302.6,90.0,111.0,20.8
Luke Babbitt,SOLID,33,93.2,120.4,26.0,54.0,61.23,6.5,19.1,10.9,13.9,195,212,0.92,203,393,0.517,42,100,0.42,1.9,1.5,43.0,2,5.92246,130.308,2.7,0.88608553,103.76,99.6456,3.47298,246.614,4.8202,4.59114,0.229052,7.07878,37.5455,6.51045,0.568331,2.0606,6.8182,8.8788,2.1212,1.0,0.7879,22.0303,79.5,80.75,217.8,83.25,104.5,5.6
Armon Johnson,BUST,33,86.4,103.9,26.4,50.8,53.24,2.7,7.7,29.8,20.8,79,115,0.687,193,360,0.536,17,70,0.243,0.9,1.4,26.7,3,3.38115,112.702,2.0,1.63967181,109.698,105.349,2.53685,173.207,0.275797,1.81237,-1.53657,0.913104,34.8182,2.51657,-1.60346,0.7879,2.5455,3.3333,5.5152,0.8485,0.3636,15.6364,74.0,75.25,195.2,80.0,99.5,5.6
Daniel Orton,BUST,38,32.7,95.1,15.9,52.7,53.34,10.3,16.3,5.0,26.8,33,63,0.524,48,89,0.539,0,2,0.0,10.6,2.4,69.2,1,0.38517,92.9901,7.0,0.39469999,86.2755,82.1487,2.01344,124.495,7.4612,-0.607627,8.06883,3.43511,13.2105,-2.35929,5.7944,1.1842,2.1316,3.3158,0.3947,0.5526,1.3947,3.3947,80.75,81.5,269.2,88.25,110.5,13.8
Devin Ebanks,BUST,34,75.1,108.5,20.6,46.2,52.69,9.5,18.0,14.7,19.4,117,152,0.77,141,285,0.495,3,30,0.1,2.2,1.9,48.3,2,3.70978,116.389,1.9,1.10666851,95.485,87.1729,4.57632,222.548,7.22896,3.22495,4.00401,6.42393,34.1471,3.78181,2.64213,2.9118,5.1765,8.0882,2.4412,1.0588,0.6765,12.0,79.0,80.25,207.8,84.25,107.5,7.9
Evan Turner,SOLID,31,74.4,108.9,34.5,54.0,58.15,7.4,23.5,37.5,21.7,138,182,0.758,217,402,0.54,20,55,0.364,2.9,3.0,39.8,3,6.2427,135.245,3.1,1.36028349,88.4064,83.6938,5.29392,247.062,11.1906,5.66679,5.52382,11.2167,35.7419,6.94325,4.27342,2.0,7.1613,9.1613,5.9677,1.7419,0.9032,20.3871,77.75,79.0,213.8,80.0,103.5,8.6
Hassan Whiteside,SOLID,31,65.6,101.7,24.9,51.0,53.55,12.0,24.0,1.8,16.4,101,170,0.594,143,284,0.504,3,5,0.6,18.3,1.2,58.8,1,2.27687,109.519,3.8,0.11864228,88.111,86.6474,3.62789,231.982,4.99274,-2.30069,7.29344,6.74362,26.5484,2.06156,4.68207,2.7742,6.129,8.9032,0.2258,0.5484,5.2581,12.7742,82.5,83.5,226.6,91.0,113.0,5.5
DeMarcus Cousins,STAR,38,58.2,113.5,30.8,56.0,57.93,19.9,24.9,9.2,16.0,162,268,0.604,205,363,0.565,1,6,0.167,7.5,2.4,72.6,1,4.03974,134.534,5.5,0.487187,83.3244,79.3387,3.80857,242.468,9.60971,4.65779,4.95191,9.60263,23.5,6.16153,3.4411,4.0526,5.7895,9.8421,1.0,0.9737,1.7632,15.1316,81.5,82.75,291.8,89.75,113.0,16.4
Jordan Crawford,SOLID,35,79.4,113.0,28.9,53.2,56.43,3.4,12.0,20.1,14.7,119,154,0.773,181,361,0.501,79,202,0.391,0.6,2.4,27.4,2,5.2373,132.041,2.0,1.18821539,97.334,93.4411,3.6428,213.404,7.51311,6.47642,1.0367,9.56247,32.7714,8.04605,1.51642,0.9714,3.7714,4.7429,2.8857,1.3429,0.2,20.5143,75.0,76.5,198.4,79.0,101.0,4.9
Derrick Favors,SOLID,35,69.2,109.0,21.8,61.5,62.31,12.5,20.2,7.3,22.9,86,137,0.628,177,287,0.617,0,1,0.0,7.8,1.8,47.6,1,3.27092,118.568,3.8,0.38374508,88.5618,84.2157,4.06076,235.754,8.92075,2.8466,6.07414,7.50762,27.7714,3.82367,3.68395,3.0571,5.5714,8.6286,0.9429,0.8857,2.0571,12.5714,80.75,82.25,245.2,88.0,110.0,6.5
Greivis Vasquez,SOLID,32,84.8,111.7,30.7,49.7,55.02,3.9,10.3,35.3,18.2,138,161,0.857,151,320,0.472,67,186,0.36,1.0,2.9,31.8,4,5.77909,133.611,2.4,1.87964446,97.2737,92.9583,3.94793,211.734,9.25869,7.75068,1.50801,9.97327,34.3125,8.04126,1.932,1.1875,3.5312,4.7188,6.3438,1.7188,0.3438,20.0312,77.0,78.5,210.8,79.0,101.0,8.6
Craig Brackins,BUST,32,86.5,103.0,25.1,45.0,49.8,6.6,19.4,13.1,13.8,117,154,0.76,165,370,0.446,27,87,0.31,3.3,1.3,33.7,3,3.44068,113.175,2.3,1.01468232,97.7414,91.463,4.20532,232.463,4.77128,1.9217,2.84958,5.06978,35.125,3.13997,1.92981,2.0938,6.4375,8.5312,2.1562,0.7812,1.1875,16.5,80.5,81.75,229.0,84.0,109.0,7.9
Avery Bradley,SOLID,34,72.9,105.2,19.0,48.9,49.58,3.5,6.6,12.4,14.6,36,66,0.545,117,256,0.457,42,112,0.375,1.6,2.4,17.9,1,2.47167,108.917,3.2,1.36537211,97.7023,92.5408,3.43879,176.727,5.12429,3.17971,1.94458,4.06416,29.5,1.96455,2.09962,0.9706,1.9118,2.8824,2.0882,1.2941,0.5294,11.6471,74.0,75.25,180.4,79.25,98.5,4.0
Cole Aldrich,SOLID,36,66.4,116.9,20.2,56.2,59.61,13.6,25.4,5.8,16.4,108,159,0.679,149,265,0.562,0,0,0.0,13.0,1.6,60.0,3,3.51491,122.635,3.8,0.55354846,84.64,78.9024,4.40012,253.179,11.5599,3.09864,8.4613,9.80489,26.75,4.63956,5.16533,3.0556,6.7778,9.8333,0.8611,0.75,3.4722,11.2778,81.0,83.25,236.0,88.75,111.5,8.5
Solomon Alabi,BUST,32,63.8,110.7,22.2,53.4,59.63,11.6,15.7,4.4,19.7,108,136,0.794,133,249,0.534,0,0,0.0,10.4,1.4,54.6,2,3.02759,118.687,3.7,0.26230195,87.2086,82.9266,3.85983,176.318,6.53286,0.499021,6.03384,6.93068,25.625,2.74912,4.18156,2.4688,3.7188,6.1875,0.5,0.625,2.3438,11.6875,83.5,84.75,237.4,89.0,113.0,5.0
Eric Bledsoe,SOLID,37,73.1,100.4,20.2,54.0,56.56,2.0,8.6,16.8,27.7,82,123,0.667,95,184,0.516,49,128,0.383,1.1,2.6,39.4,1,2.15166,105.16,2.9,0.95536839,94.8649,90.0148,3.80115,201.434,4.2837,1.79336,2.49034,3.62646,30.3243,0.921529,2.70493,0.5135,2.5676,3.0811,2.8919,1.4054,0.3243,11.3243,72.25,73.5,191.6,79.5,98.0,5.6
Trevor Booker,SOLID,32,76.9,112.0,24.7,53.3,54.95,10.1,20.4,17.4,14.4,101,171,0.591,179,327,0.547,9,34,0.265,4.6,2.5,47.4,4,4.35402,125.31,2.6,1.30642577,88.4183,84.658,4.46515,225.348,9.79521,4.77296,5.02225,10.0595,30.75,6.40153,3.65793,2.7812,5.5938,8.375,2.5312,1.3438,1.4062,15.1875,78.25,79.5,235.8,81.75,106.0,7.3
